,Boat Type,Length,Width,Views,Price_USD,Country,City,t3,Age
8994,Bowrider,5.33,2.17,66,28917.5,Germany , Niedersachsen ,new,4
8995,Cabin Boat,6.02,2.34,87,28917.5,Germany , 1,new,4
9000,Bowrider,4.9,1.98,141,28917.5,Germany , Bayern ,new,4
9008,Pilothouse,6.84,2.5,146,28487.5,Germany , auf Anfrage,new,4
9011,Sport Boat,6.02,2.34,128,28487.5,Germany , 1,new,4
9012,Bowrider,6.2,2.34,102,28380.0,Germany , Niedersachsen ,new,4
9016,Working Boat,5.0,2.0,99,27884.999999999996,Denmark , Svendborg,new,4
9029,Sport Boat,5.55,2.29,105,27948.925,Germany , Kieler Bucht mit Fehmarn ,new,5
9031,Bowrider,5.33,2.17,207,27948.925,Germany , Kieler Bucht mit Fehmarn ,new,4
9033,Sport Boat,5.02,2.12,33,27939.25,Germany , Ausstellungshalle Schweich,new,5
9034,Sport Boat,5.02,2.12,35,27896.25,Germany , Ausstellungshalle Schweich,new,5
9036,Sport Boat,6.4,2.52,106,27606.0,France ," AGDE, France",new,5
9039,Motor Yacht,4.85,1.95,143,30420.32,Switzerland , Yvonand ,new,4
9040,Cabin Boat,6.2,2.44,97,27509.25,Germany , Bayern ,new,4
9041,Sport Boat,6.08,2.35,154,27412.5,Germany , Erftstadt,new,5
9047,Bowrider,6.15,2.3,261,27294.25,Germany , Konstanz-Dettingen,new,5
9048,Bowrider,4.0,2.0,104,26883.999999999996,Denmark , Svendborg,new,4
9049,Motor Yacht,5.9,2.5,91,29881.809999999998,Switzerland , Lake Geneva ,new,5
9055,Deck Boat,5.9,2.5,127,26875.0,Italy , Venezia,new,4
9078,Pilothouse,6.55,2.54,113,26873.925,Germany , Kieler Bucht mit Fehmarn ,new,4
9079,Deck Boat,6.74,2.55,146,26873.925,Germany , Kieler Bucht mit Fehmarn ,new,4
9080,Sport Boat,6.5,2.4,160,26873.925,Germany , Nordrhein-Westfalen ,new,4
9083,Center console boat,6.77,2.48,62,26864.25,Germany , Bnningstedt,new,4
9088,Fishing Boat,6.28,2.24,1430,29453.2,Switzerland , Lake Geneva ,new,4
9102,Sport Boat,6.06,2.2,192,26391.25,Germany , Nordrhein-Westfalen ,new,7
9103,Center console boat,6.1,2.4,83,26391.25,Italy , Friuli Venezia Giulia ,new,4
9104,Motor Yacht,5.7,2.15,189,29123.5,Switzerland , Neuenburgersee ,new,4
9112,Cabin Boat,5.5,2.29,92,26337.5,Germany , Niedersachsen ,new,4
9121,Sport Boat,5.41,2.12,46,26230.0,Germany , Niedersachsen ,new,4
9123,Working Boat,6.0,1.9,153,28574.0,Switzerland , Thunersee ,new,9
9130,Sport Boat,5.75,2.26,203,25789.25,Germany , Bayern ,new,4
9133,Motor Yacht,4.85,1.95,221,28486.079999999998,Switzerland , Neuenburgersee ,new,4
9134,Center console boat,5.6,2.05,111,28486.079999999998,Switzerland , Neuenburgersee ,new,4
9135,Motor Yacht,4.85,1.95,152,28486.079999999998,Switzerland , Neuenburgersee ,new,4
9139,Launch,5.8,2.25,84,25746.25,Germany , DE,new,4
9141,Center console boat,5.0,2.0,59,25453.999999999996,Denmark , Svendborg,new,5
9142,Sport Boat,5.5,2.24,106,25692.5,Germany , auf Anfrage,new,5
9145,Bowrider,5.2,1.9,82,25692.5,Germany , Lake Constance ,new,4
9148,Cabin Boat,5.0,2.0,68,25310.999999999996,Denmark , Svendborg,new,4
9149,Fishing Boat,5.45,2.16,352,28246.498,Switzerland , Bouveret,new,4
9150,Fishing Boat,6.28,2.24,260,28244.3,Switzerland , Lake Geneva ,new,4
9151,Launch,7.5,2.5,127,25531.25,Germany , DE,new,4
9158,Fishing Boat,5.06,2.13,199,27365.1,Switzerland , Bouveret,new,4
9167,Cabin Boat,5.0,2.0,59,24452.999999999996,Denmark , Svendborg,new,4
9170,Launch,7.5,2.5,111,24671.25,Germany , DE,new,4
9181,Cabin Boat,5.6,2.35,89,24617.5,Slovenia , LJUBLJANA,new,5
9186,Cabin Boat,4.44,2.12,68,24187.5,Germany , Bayern ,new,4
9188,Launch,8.5,2.74,110,24187.5,Netherlands , Loosdrecht,new,4
9193,Cabin Boat,5.5,2.29,152,24186.425,Germany , Kieler Bucht mit Fehmarn ,new,4
9194,Cabin Boat,5.0,2.0,57,23880.999999999996,Denmark , Svendborg,new,4
9196,Fishing Boat,5.5,1.65,259,26441.94,Switzerland , Walensee ,new,6
9198,Deck Boat,5.27,2.38,122,23851.024999999998,Belgium ," Nieuwpoort, Belgique",new,5
9199,Deck Boat,5.0,2.0,88,23594.999999999996,Denmark , Svendborg,new,4
9203,Sport Boat,5.7,2.38,244,26156.2,Switzerland , Lake of Zurich ,new,4
9211,Motor Yacht,5.9,2.5,127,23596.25,Germany , DE,new,5
9212,Fishing Boat,4.51,1.75,31,23596.25,Germany ," Boote Jochum, M¼nchen",new,5
9217,Cabin Boat,5.0,2.0,163,23165.999999999996,Denmark , Svendborg,new,4
9219,Deck Boat,7.2,2.5,210,23381.25,Germany , DE,new,4
9222,Motor Yacht,5.07,2.12,262,25782.54,Switzerland , Neuenburgersee ,new,4
9223,House Boat,8.8,3.0,232,23327.5,Poland , Nieuwbouw,new,4
9225,Deck Boat,6.74,2.55,111,23326.425,Germany , Kieler Bucht mit Fehmarn ,new,4
9226,Motor Yacht,4.54,1.85,200,25551.75,Switzerland , Neuenburgersee ,new,4
9235,Working Boat,5.0,2.0,121,22865.699999999997,Denmark , Svendborg,new,4
9245,Cabin Boat,5.02,2.12,206,22573.925,Germany , Kieler Bucht mit Fehmarn ,new,4
9247,Sport Boat,5.07,2.12,88,22467.5,Germany , Ausstellungshalle Schweich,new,7
9249,Sport Boat,4.54,1.85,68,22467.5,Germany , Ausstellungshalle Schweich,new,5
9250,Sport Boat,4.54,1.85,62,22413.75,Germany , Ausstellungshalle Schweich,new,5
9257,Bowrider,6.2,2.34,127,22358.925,Germany , Kieler Bucht mit Fehmarn ,new,4
9258,Launch,7.1,2.5,149,22306.25,Germany , DE,new,4
9260,Pontoon Boat,5.16,2.44,86,22265.399999999998,Portugal ," Parchal, Portugal",new,5
9268,Sport Boat,4.2,1.75,228,23958.2,Switzerland , Walensee ,new,6
9283,Deck Boat,6.12,2.4,197,21498.925,Germany , Kieler Bucht mit Fehmarn ,new,4
9285,Deck Boat,5.0,2.3,123,21489.25,Germany , Hock Boote,new,7
9289,Deck Boat,5.03,2.12,96,21489.25,Germany , Mecklenburg-Vorpommern ,new,4
9290,Center console boat,5.07,2.12,93,21489.25,Slovenia , LJUBLJANA,new,6
9293,Sport Boat,7.3,2.48,97,21392.5,Germany , Berlin ,new,15
9298,Sport Boat,5.5,2.15,167,23623.005,Switzerland , Bouveret,new,4
9302,Deck Boat,5.07,2.12,154,21283.925,Germany , Kieler Bucht mit Fehmarn ,new,4
9304,Sport Boat,5.65,2.3,289,23408.7,Switzerland , Lake of Zurich ,new,4
9310,Center console boat,6.2,2.18,168,20962.5,Italy ," Nautica Zabeo - ShowBoat Marghera Venezia, Venezia",new,4
9315,Working Boat,4.51,1.75,47,20962.5,Germany ," Boote Jochum, M¼nchen",new,5
9325,Deck Boat,5.75,2.34,201,20597.0,Italy , Toscana ,new,4
9329,Center console boat,6.2,2.18,57,20425.0,Italy , Venezia,new,4
9331,Center console boat,5.8,2.37,115,20425.0,Italy , Venezia,new,4
9343,Sport Boat,5.53,2.2,100,20371.25,Germany , Grevenbroich,new,8
9347,Sport Boat,5.6,2.25,91,20317.5,Germany , Hock Boote,new,7
9366,Sport Boat,5.2,2.22,185,19886.425,Germany , Nordrhein-Westfalen ,new,4
9368,Center console boat,5.03,2.12,300,21969.01,Switzerland , Lake Geneva ,new,4
9377,Runabout,5.65,2.3,129,19778.925,Germany , Lake Constance ,new,6
9378,Sport Boat,6.1,2.5,218,19763.875,Germany , Bayern ,new,7
9379,Classic,6.0,1.65,129,19672.5,Switzerland , Lake Constance ,new,3
9380,Sport Boat,5.03,2.12,78,19638.1,Germany , Niedersachsen ,new,4
9383,Center console boat,6.0,2.38,183,19565.0,Italy , Lombardia - Trentino Alto Adige ,new,5
9384,Center console boat,4.49,1.92,144,21611.835,Switzerland , Murtensee ,new,4
9390,Launch,5.0,1.85,133,19344.625,Netherlands , Pingjum/ binnenkort Sneek,new,4
9393,Motor Yacht,5.1,2.1,223,21210.7,Switzerland , Bielersee ,new,5
9394,Launch,6.5,2.25,123,19296.25,Germany , DE,new,4
9395,Sport Boat,4.0,1.95,109,19296.25,Germany , Bayern ,new,5
9398,Sport Boat,5.66,2.1,126,19242.5,Germany , auf Anfrage,new,4
9399,Sport Boat,6.35,2.45,149,19242.5,Italy , Lombardia - Trentino Alto Adige ,new,4
9401,Fishing Boat,5.04,2.18,76,19242.5,Germany , Berlin ,new,5
9407,Center console boat,6.2,2.18,102,19027.5,Italy , Lombardia - Trentino Alto Adige ,new,5
9408,Bowrider,5.21,2.36,77,18909.25,Slovak Republic ," Bratislava, Slovaquie",new,6
9412,Bowrider,4.0,1.7,52,18812.5,Germany , Bayern ,new,6
9418,Bowrider,5.2,2.1,243,20661.2,Switzerland , Lake of Zurich ,new,4
9420,Launch,4.0,2.0,106,18304.0,Denmark , Svendborg,new,4
9422,Deck Boat,7.5,1.8,146,20331.5,Switzerland , Diessenhofen,new,5
9435,Bowrider,5.46,1.92,222,20111.7,Switzerland , Bouveret,new,4
9437,Deck Boat,5.9,2.48,104,18167.5,Germany , Hock Boote,new,9
9438,Deck Boat,4.7,1.9,91,18167.5,Germany , Hock Boote,new,7
9440,Cabin Boat,5.7,2.35,259,18167.5,Germany , Main ,new,9
9443,Sport Boat,5.1,2.15,88,18081.5,Germany ," FA. SIEGEL, GUMMERSBACH, FA. SIEGEL, GUMMERSBACH",new,5
9446,Deck Boat,6.15,2.3,117,18006.25,Germany , DE,new,4
9453,Pontoon Boat,6.5,2.29,103,17898.75,Italy , Dormelletto ,new,6
9456,Sport Boat,4.9,2.08,228,19712.763,Switzerland , Lake of Zurich ,new,4
9458,Pilothouse,5.4,2.38,180,19672.1,Switzerland , Brienzersee ,new,5
9460,Center console boat,5.7,2.18,143,17737.5,Italy , Venezia,new,4
9461,Deck Boat,5.7,2.1,64,17737.5,Italy , Venezia,new,4
9481,Deck Boat,6.12,2.4,111,17198.925,Germany , Kieler Bucht mit Fehmarn ,new,5
9482,Sport Boat,5.7,2.5,107,17189.25,Germany , Berlin ,new,7
9484,Sport Boat,4.45,1.85,410,18955.552,Switzerland , Murtensee ,new,4
9489,Sport Boat,4.7,1.95,93,17092.5,Germany , Baden-W¼rttemberg ,new,6
9496,Deck Boat,6.1,2.3,79,16931.25,Germany , DE,new,4
9499,Pilothouse,5.0,1.96,168,18681.900999999998,Switzerland , Lake of Zurich ,new,5
9501,Center console boat,4.3,1.8,159,18529.14,Switzerland , Lake Constance ,new,4
9503,Center console boat,5.7,2.18,101,16662.5,Italy , Venezia,new,4
9526,Sport Boat,4.99,2.1,132,16123.925,Germany , Wesel,new,4
9534,Center console boat,3.55,1.22,101,15985.25,Germany , Bayern ,new,4
9540,Launch,4.0,1.0,83,15728.569999999998,Denmark , Svendborg,new,4
9549,Working Boat,5.5,2.17,354,15641.25,Germany , Erftstadt,new,4
9550,Sport Boat,5.3,2.24,141,15587.5,Italy , Friuli Venezia Giulia ,new,6
9557,Sport Boat,5.28,2.28,101,15587.5,Germany , Bayern ,new,5
9568,Deck Boat,5.55,2.29,223,15048.925,Germany , Kieler Bucht mit Fehmarn ,new,4
9572,Deck Boat,5.65,2.35,174,14942.5,Germany , Hock Boote,new,5
9575,Center console boat,4.5,2.18,58,14942.5,Slovenia , LJUBLJANA,new,5
9585,Fishing Boat,5.03,2.08,229,16430.05,Switzerland , Murtensee ,new,4
9587,Sport Boat,5.5,2.17,165,14835.0,Germany , Erftstadt,new,4
9588,Pontoon Boat,6.5,2.29,82,14835.0,Italy , Dormelletto ,new,6
9592,Center console boat,5.2,2.06,203,16375.1,Switzerland , Lago Maggiore ,new,4
9595,Bowrider,5.7,2.1,434,15935.5,Switzerland , Kriens,new,4
9596,Bowrider,5.9,2.2,344,15935.5,Switzerland , Kriens,new,4
9598,Bowrider,4.9,1.95,146,15932.203,Switzerland , Murtensee ,new,6
9600,Sport Boat,6.2,2.18,195,14190.0,Italy , Lago,new,6
9601,Sport Boat,5.9,2.5,232,14190.0,Italy , Lake Garda ,new,5
9602,Sport Boat,5.1,2.1,182,14190.0,Germany , Baden-W¼rttemberg ,new,4
9605,Deck Boat,5.5,2.17,174,14028.75,Germany , Ab Werft,new,4
9619,Deck Boat,5.4,2.3,231,13867.5,Germany , Hock Boote,new,5
9620,Deck Boat,5.4,2.3,216,13867.5,Germany , Hock Boote,new,5
9630,Deck Boat,5.3,2.3,113,13432.125,Germany , Hock Boote,new,9
9632,Fishing Boat,4.26,1.76,200,14836.5,Switzerland , Lake of Zurich ,new,5
9637,Fishing Boat,4.4,1.9,119,13222.5,Germany , Berlin ,new,5
9638,Center console boat,5.6,2.15,123,13222.5,Italy , Lake Garda ,new,4
9640,Center console boat,5.5,2.1,528,14506.8,Switzerland , Lake of Zurich ,new,4
9641,Sport Boat,5.3,2.15,88,13061.25,Germany , Grevenbroich,new,8
9642,Deck Boat,4.0,1.0,98,12868.57,Denmark , Svendborg,new,5
9661,Sport Boat,6.15,2.46,193,12792.5,Austria , Linz,new,38
9663,Deck Boat,4.8,2.0,124,12781.75,Slovak Republic ," Bratislava, Slovaquie",new,7
9666,Sport Boat,6.1,2.5,296,12685.0,Germany , Hamburg ,new,4
9667,Fishing Boat,4.93,1.87,215,14012.25,Switzerland , Lake Geneva ,new,4
9668,Center console boat,4.37,1.82,108,12577.5,Slovenia , LJUBLJANA,new,5
9669,Cabin Boat,5.05,2.12,295,12576.425,Germany , Kieler Bucht mit Fehmarn ,new,4
9677,Center console boat,4.26,1.76,109,12362.5,Slovenia , LJUBLJANA,new,5
9681,Fishing Boat,4.58,1.84,218,13627.6,Switzerland , Bouveret,new,5
9695,Sport Boat,4.72,2.05,109,11706.75,Germany , auf Anfrage,new,4
9696,Deck Boat,5.4,2.1,85,11634.725,Netherlands , Lemmer,new,5
9697,Deck Boat,5.0,2.3,206,11610.0,Germany , Hock Boote,new,9
9699,Sport Boat,4.75,1.95,289,12748.4,Switzerland , Lake of Zurich ,new,4
9704,Sport Boat,4.95,1.9,274,12528.6,Switzerland , Vierwaldst¤ttersee ,new,5
9709,Sport Boat,4.8,1.85,56,11276.75,Germany , Bnningstedt,new,4
9710,Bowrider,4.8,1.85,147,11276.75,Germany , Bnningstedt,new,4
9711,Sport Boat,2.79,1.18,174,11273.525,Austria , Linz,new,5
9714,Fishing Boat,4.4,1.9,107,11180.0,Germany , Berlin ,new,5
9715,Deck Boat,5.5,2.29,208,11072.5,Italy , Friuli Venezia Giulia ,new,4
9721,Fishing Boat,4.25,1.7,124,10748.925,Germany , Nordrhein-Westfalen ,new,4
9724,Deck Boat,5.3,2.1,256,10739.25,Germany , Gersthofen ,new,4
9730,Sport Boat,4.88,2.03,109,10723.125,Germany , Grevenbroich,new,8
9731,Sport Boat,4.45,1.95,345,10696.25,Germany , Wesel,new,4
9732,Cabin Boat,4.44,1.85,228,10690.875,Germany , Gummersbach,new,4
9741,Sport Boat,4.85,1.82,240,10641.425,Germany , Nordrhein-Westfalen ,new,5
9742,Working Boat,4.77,1.68,41,10588.75,Germany , Taufkirchen,new,5
9746,Sport Boat,5.6,2.16,287,10535.0,Italy , Lake Garda ,new,6
9750,Pontoon Boat,5.4,2.22,143,10158.75,Italy , Dormelletto ,new,6
9752,Center console boat,4.0,1.0,62,9938.5,Denmark , Svendborg,new,5
9753,Fishing Boat,4.4,1.75,263,11088.91,Switzerland , Murtensee ,new,5
9754,Fishing Boat,4.01,1.5,156,11082.315999999999,Switzerland , Murtensee ,new,5
9758,Sport Boat,3.55,2.0,169,10935.05,Switzerland , Neuenburgersee ,new,4
9778,Launch,5.43,2.15,148,9083.75,Germany , DE,new,4
9782,Center console boat,5.2,1.92,288,8922.5,Italy , Lombardia - Trentino Alto Adige ,new,4
9793,Sport Boat,5.3,2.15,214,8589.25,Germany , Nordrhein-Westfalen ,new,5
9794,Deck Boat,5.2,1.92,125,8546.25,Italy , Lake Garda ,new,5
9801,Fishing Boat,5.35,2.3,116,8437.675,Germany , Grevenbroich,new,8
9802,Deck Boat,4.62,1.87,224,8051.75,Germany , Bnningstedt,new,4
9809,Launch,4.01,1.5,222,8781.01,Switzerland , Lake of Zurich ,new,4
9812,Sport Boat,4.52,1.95,151,7836.75,Germany , Bayern ,new,4
9813,Fishing Boat,4.1,1.8,85,7740.0,Germany , Berlin ,new,5
9814,Deck Boat,4.85,1.72,123,7632.5,France ," BREST, France",new,5
9815,Fishing Boat,3.8,1.5,235,8319.43,Switzerland , Murtensee ,new,5
9825,Working Boat,4.6,2.0,194,7471.25,Germany , Erftstadt,new,4
9832,Fishing Boat,4.7,1.9,243,7682.01,Switzerland , Romanel,new,4
9838,Center console boat,5.0,2.05,379,6772.5,Germany , Berlin ,new,4
9841,Launch,4.85,1.9,169,6718.75,Germany , DE,new,4
9850,Pontoon Boat,5.0,2.1,156,6396.25,Italy , Dormelletto,new,6
9854,Cabin Boat,5.0,2.0,147,6342.5,Italy ," peschiera borromeo, Lombardia",new,36
9872,Sport Boat,5.1,2.16,203,5158.925,Germany , Wesel,new,4
9873,Working Boat,3.64,1.37,41,5158.925,Germany , Bayern ,new,5
9874,Fishing Boat,3.55,1.46,56,5149.25,Germany , Bayern ,new,5
9885,Sport Boat,4.4,1.8,354,4836.425,Germany , Nordrhein-Westfalen ,new,4
9886,Pontoon Boat,4.37,1.89,266,4622.5,Italy , Dormelletto ,new,6
9887,Fishing Boat,3.6,1.6,194,4154.22,Switzerland , Brienzersee ,new,5
